"season1","season2","season3","season4","yr0","yr1","mnth1","mnth2","mnth3","mnth4","mnth5","mnth6","mnth7","mnth8","mnth9","mnth10","mnth11","mnth12","weathersit1","weathersit2","weathersit3","temp","hum","windspeed","casual","registered","cnt","day","New_count"
0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1.04496678824193,-0.312407573590806,0.258524958849432,2355,3505,5923,16,5981.1391152626
0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1.22251294035467,-0.175546494807476,0.753593185953714,2006,3296,5302,17,5390.62848323129
0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1.53663305563107,0.154699495369861,-0.790440567070851,752,3789,4541,19,4508.64243665607
0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1.50931826299834,-0.627779998415939,0.149448303868346,750,3840,4590,26,4565.81426741395
0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1.17698464399444,0.0148608473345534,-0.0605283048421506,1023,3843,4866,5,4859.67621131264
0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1.47289671850186,-0.261831739030242,0.0403851417936166,846,3480,4326,8,4307.88456312375
0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1.48200347036561,-1.46082818630846,0.149448303868346,884,3896,4780,10,4775.20378152569
0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.990337202976468,1.34774794459797,0.451352083581582,1338,2482,3820,14,3852.02473546757
0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1.17698464399444,1.00857638711854,0.803800290504014,1249,2624,3873,21,3886.20010577035
0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1.15636743851525,-0.478316018602058,1.55812122033054,1415,2919,4334,28,4376.43670216352
0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.771818861914627,-0.529598758092947,-0.396110378819709,729,3905,4634,29,4609.67771471081
0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.949365014027372,0.627754562380641,-0.0520412667442904,1935,2549,4484,3,4586.80961619391
0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.813779846357027,0.452863426436564,-1.3529193543292,690,4023,4713,12,4697.43275550532
0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.29380999084185,0.437340079784769,-0.505173540894439,691,3848,4539,19,4540.21340419369
0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.662559691383706,0.502796620151378,-0.219920007624383,653,4186,4839,29,4826.95614217296
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-0.46645355842198,0.892544012191369,1.39130841905256,480,1949,2429,1,2398.8223132327
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-0.0612823133836412,0.580149156618212,0.224954607835956,486,3970,4456,4,4405.84260316304
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.248281694481616,0.705107098847475,-1.69648922886945,2355,3114,5511,9,5594.32538272481
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.389411765056406,1.28526897348334,-0.622561826190759,667,3896,4563,11,4537.86020909369
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.253231134906666,1.9026825958112,0.730736202586822,254,2170,2424,19,2405.27278145105
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-0.370851784207425,-0.38976011005764,0.434661358419335,676,3628,4304,21,4285.19923623858
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-0.398166576840155,0.00296485123432804,-1.30227103174107,1499,2809,4308,22,4365.30682488793
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-0.402717221292767,0.803288339170466,-1.20990129340985,1619,2762,4381,23,4442.08610402611
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-0.0612823133836412,0.654531264286911,-0.547001550597725,404,3490,3894,26,3855.37578996061
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-1.31776277448923,1.81187744430666,2.18840186202728,57,570,627,29,601.661300055031
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,-0.298014158172987,-1.21686744035389,1.24862093433893,1004,2713,3717,13,3757.07558959622
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,-0.657657106851091,0.107094089607433,-1.21822236875954,1095,1697,2792,25,2834.83430357133
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-1.07192964079465,-0.113067523692844,-1.26021903979227,706,2908,3614,3,3631.44051412915
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-0.598476877133018,1.41617491376271,-1.71324337069157,233,3578,3811,5,3781.02649646395
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-1.49986503401311,-0.990750688549659,-1.65477321028892,377,2366,2743,11,2742.76542115101
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-0.398166576840155,0.0386671204426888,1.06405146829659,181,3528,3709,15,3688.97173062503
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-0.657657106851091,-0.916368580880961,0.963299936537093,178,3399,3577,16,3566.86030041693
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-1.20513842150595,0.375246693177588,-0.459985797508534,303,451,754,25,759.470890997171
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-0.930805033178392,0.955022983305999,-0.0098759343821065,103,1059,1162,27,1154.77356827901
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.88682277532395,-1.33884781333118,2.38135042291663,89,2147,2236,3,2233.4736772461
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.557504688183923,-0.693229398328706,-0.194620808207073,1070,3451,4521,7,4595.83813053743
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.862518051596566,-1.16926203459146,0.0318441320703323,599,2826,3425,8,3464.40260867917
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.72293401952756,-1.222815438404,-0.0269714467350305,333,2160,2493,14,2513.35772365474
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.6683044342621,-0.758685938695315,0.569077691536799,217,2081,2298,16,2303.85199913033
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.04917095557306,-1.32397424797897,2.07927123542077,109,3267,3376,18,3371.40295581578
1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.525633788140053,0.315359706807484,-0.0269174751096069,190,3571,3761,2,3753.04428725377
1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.17208752242035,-0.633727996466052,-0.974902089862344,227,3604,3831,10,3837.30090070446
1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.225171069180022,-0.529598758092947,0.0233570939724721,516,4546,5062,23,5076.45180241978
1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.11745793715489,-1.6631458054584,2.07927123542077,317,2415,2732,25,2750.16953169499
1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.744152129201894,-1.6631458054584,0.0571433314876428,229,4134,4363,28,4365.10327767542
1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.825107711606779,1.25694279309342,-0.13580522940171,65,1769,1834,29,1818.50506079205
1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-0.0521810244784155,-0.0952163890886642,0.510100197855165,325,4665,4990,1,4960.13170990826
1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-0.776023029245763,0.202297760678447,-0.597438034556075,246,2948,3194,2,3177.08026470812
1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-0.926254388725779,-1.60959240164586,1.96172103524818,710,2713,3423,4,3453.59575698322
1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-1.37694846716583,-0.874718313622487,0.535345425647052,203,3130,3333,5,3308.53876890542
1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-1.29500408926764,-1.22876343645412,0.157773427089936,221,3735,3956,6,3933.82052767219
1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-0.730101399871617,-1.08388362800659,0.45073140988921,1658,3253,4911,11,5022.27306698641
0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0388701052835267,1.83270614816281,0.048588828858003,1033,2339,3372,24,3402.34271522124
0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.335817831176685,-0.888299456829347,1.65904815987266,1208,4728,5936,2,5985.97975990659
0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.266143258129117,-1.38347564984163,0.812179385351027,819,5099,5918,10,5936.32745713729
0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.00210208366556823,-0.898517446276781,0.0234110655978958,2355,4665,7460,14,7177.58695507234
0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.617031395023472,-1.7018185034649,1.139436336107,989,5702,6691,17,6725.38556845611
0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0161059571034098,-0.116045092944821,-1.66303761543191,846,5719,6565,19,6571.92507015804
0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.170893423994565,0.470064779741152,-0.530418768686326,1340,5950,7290,20,7335.72659762525
0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-0.539291184456418,1.47568345607921,2.09631277614827,120,907,1027,22,1030.39047480856
0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.448245517653002,-1.2466145710583,0.812287328601874,518,5115,5633,24,5624.58797266819
0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-0.170541483914562,-0.419514381215888,-0.236718676037477,665,4907,5572,30,5584.95934294448
0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.37575436874004,1.20196129851255,-0.689810471468558,667,5502,6169,2,6167.38362774672
0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.352990220559923,0.996673250564474,-0.748666528992989,764,5657,6421,3,6443.83713143389
0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.20730950553252,-1.91603211871506,0.644354616096358,1319,5711,7030,11,7118.85522779143
0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.585165957938129,-0.440343085072045,-0.429505322050559,1038,6456,7494,7,7520.89354350372
0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.835549736085313,-0.422491950467865,0.870981471250034,1180,6183,7363,14,7404.90642092478
0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.785476258230992,-0.279682873634423,-0.169537495291457,1563,6102,7665,15,7741.42271708502
0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.398513053961631,1.06510736018306,-0.194782723083343,653,4446,5099,18,5101.46770278537
0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1.56849849271641,-0.261831739030242,-1.01695947897368,872,5339,6211,20,6227.16328172707
0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1.35453079610718,-1.06810322501649,-0.589058939709062,2355,4340,6891,24,6856.00262768436
0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1.47289671850186,-0.196375198663634,-0.37929821750026,1455,4232,5687,30,5758.07425606125
0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1.8188822708636,-1.27042084416643,-0.580733816487472,1366,4841,6207,6,6247.1044162665
0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.17698464399444,0.389734674022341,-0.11073540939245,998,5571,6569,9,6571.12039116356
0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.2907999219365,-1.02050495970791,-1.46171265827682,1511,5988,7499,13,7560.43505458899
0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1.62767872243449,-0.368938546655324,-0.698122101783792,799,4914,5713,18,5693.97720592828
0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1.50021151113459,-0.202323196713746,-0.320496131601253,888,5703,6591,19,6575.16189864605
0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.931151510299868,1.53816242719384,0.266958025321869,747,5123,5870,20,5842.08091806196
0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1.39550298505628,0.187424195326244,0.300514883428989,1140,6452,7592,24,7593.01424977106
0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1.2498277329874,-1.27636884221654,-0.328983169699113,1383,6790,8173,25,8209.12879583934
0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1.40460973692003,0.220148895282628,-0.807252728390301,983,6278,7261,2,7246.43236835733
0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.39095234060367,0.315359706807484,-1.05894940355324,1263,6271,7534,8,7559.40370313913
0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.07683222532727,0.743786937307813,0.233387674308393,2247,4052,6299,11,6422.14413726165
0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1.12235505872898,-0.702154965630796,-0.899571193677361,2182,4362,6544,12,6659.55406207766
0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.862864528718043,1.55005842329406,0.535345425647052,1483,3772,5255,26,5303.92353875157
0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1.27258641820899,-0.0624916891322808,0.0235190088487431,935,6105,7040,28,7028.71263668918
0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1.03586003637818,-0.547449892697128,-1.03382561191855,1177,6520,7697,29,7711.10881955008
0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1.15422595877285,-0.273727735130468,-1.51208572557529,1172,6541,7713,30,7723.97139851919
0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.894735428761912,1.21684200431859,1.24029581111734,1557,4419,5976,8,6054.026048339
0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.639795543203589,0.0594886838450042,-1.4364701290662,1054,6750,7804,13,7822.79181953211
0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.280152594525485,-0.074394825686348,-0.958197871793741,939,6781,7720,20,7730.79009572517
0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.566957917169151,0.285605435649236,-0.471616682787319,1250,6917,8167,21,8202.21397450669
0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.18455082031093,-1.15438846923926,0.459785150054019,2355,5453,7907,23,7971.72599791322
0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.762712110050875,0.0148608473345534,0.745052176230431,787,6946,7733,26,7733.95855134557
0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.521429620808917,1.73452490783982,-1.14294274561871,315,4324,4639,2,4624.00927443545
0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.88562867689816,0.672382398891091,-0.966576966640754,891,6437,7328,4,7325.36027477867
0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.32112478347458,0.252880735692852,1.06382208888854,2355,4934,7965,6,7419.06104579617
0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-0.612134273449383,0.577171587366235,0.00670684752929284,874,4604,5478,8,5485.45974431756
0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-0.266143258129117,0.949074985255887,0.0150859423763061,601,5791,6392,9,6364.98263929968
0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-0.329879595258329,-1.18116517114553,-0.102356314545437,834,6736,7570,11,7566.66706461954
0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.362096972423675,0.562298022014032,1.44178538172998,760,5115,5875,15,5869.7778799153
0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-0.0612823133836412,-0.39868567735973,-0.966698402797957,2355,5284,8090,20,7776.25363427756
0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-0.753258881065646,0.270731870297033,-0.30379191353265,419,5147,5566,31,5535.66763804091
0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,-0.766916277382011,-0.761663507947292,1.03886021213013,618,5229,5847,2,5843.64666341008
0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,-0.821545862647471,-0.743812373343111,-0.244989827633643,484,5214,5698,16,5684.45928639604
0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-1.308661485584,-0.856867179018306,-0.194674779832496,340,5035,5375,6,5366.08237822858
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-1.36329107084946,-0.809261773255878,-0.756937680589155,408,1379,1787,23,1818.49930205396
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-1.37694846716583,1.38939821185644,1.7185113981831,9,432,441,26,474.601197228469
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-1.31776277448923,0.172550629974041,2.17169764395868,247,1867,2114,27,2133.63095195204
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-1.308661485584,-1.03835609431209,2.18007673880569,364,1432,1796,30,1826.39192056025
